Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Status,Open Date,Links
"Hsinchu City, Taiwan","No. 297, Section 2, Wenxing Road,",Zhubei City,Hsinchu County,,Taiwan,6,58,"24.807265, 121.036114",43,OPEN,1/27/2020,gmap | forum | tesla
"Pfaffenhofen, Germany",Siebenecken 1,Pfaffenhofen an der Ilm,,85276,Germany,12,250,"48.518159, 11.562124",500,OPEN,1/25/2020,gmap | forum | tesla
"Rockville, MD",30 Maryland Ave,Rockville,MD,20850,USA,8,72,"39.085997, -77.149696",130,OPEN,1/25/2020,gmap | forum | tesla
"Rauenberg, Germany",Hohenaspen 40/1,Rauenberg,,69231,Germany,12,150,"49.273806, 8.695444",134,OPEN,1/17/2020,gmap | forum | tesla
"Warsaw, Poland","Belwederska 23 (Regent Warsaw Hotel, level -5)",Warsaw,,00-001,Poland,2,120,"52.207827, 21.029574",88,OPEN,1/16/2020,gmap | forum | tesla
"Wareham, MA","Wareham Crossing, 2421 Cranberry Hwy",Wareham,MA,2571,USA,12,150,"41.775093, -70.744321",19,OPEN,1/15/2020,gmap | forum | tesla
"Radom, Poland",Toruńska 3,Radom,,26-616,Poland,4,120,"51.379569, 21.125477",174,OPEN,1/15/2020,gmap | forum | tesla
"Kissimmee, FL",7940 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34747,USA,8,150,"28.34551, -81.604567",33,OPEN,1/13/2020,gmap | forum | tesla
"Chestnut Hill, MA",55 Boylston St,Chestnut Hill,MA,2467,USA,8,150,"42.322031, -71.172395",52,OPEN,1/10/2020,gmap | forum | tesla
"Alpharetta, GA",5185 1st St,Alpharetta,GA,30009,USA,10,72,"34.071582, -84.275404",336,OPEN,1/8/2020,gmap | forum | tesla
"Moses Lake, WA",2709 W Broadway Ave,Moses Lake,WA,98837,USA,12,150,"47.103505, -119.310203",329,OPEN,1/3/2020,gmap | forum | tesla
"Skowhegan, ME",496 Madison Ave,Skowhegan,ME,4976,USA,8,150,"44.780304, -69.727027",74,OPEN,1/1/2020,gmap | forum | tesla
"Seoul - Tehran, South Korea",서울특별시 강남구 테헤란로 129,Seoul,11,,South Korea,4,120,"37.499873, 127.032354",45,OPEN,12/31/2019,gmap | forum | tesla
"Staten Island - Veterans Rd W, NY",2925 Veterans Rd W,Staten Island,NY,10309,USA,12,150,"40.527562, -74.231359",30,OPEN,12/31/2019,gmap | forum | tesla
"Chiayi City, Taiwan","No. 64, Section 1, Zhongshan Road",Taibao City,Chiyai County,61251,Taiwan,8,150,"23.496492, 120.387577",26,OPEN,12/27/2019,gmap | forum | tesla
"Rochester, NH",290 North Main St,Rochester,NH,3867,USA,8,150,"43.310917, -70.993265",71,OPEN,12/26/2019,gmap | forum | tesla
"Grafarholt, Iceland",Krókháls 13,Reykjavík,,110,Iceland,2,120,"64.124411, -21.776826",43,OPEN,12/26/2019,gmap | forum | tesla
"New River, AZ",3906 W New River Rd,New River,AZ,85087,USA,10,150,"33.91578, -112.14417",621,OPEN,12/25/2019,gmap | forum | tesla
"Busan - Gangseo, South Korea",부산광역시 강서구 대저1동 361-68번지,Busan,26,,South Korea,6,120,"35.219392, 128.988331",6,OPEN,12/24/2019,gmap | forum | tesla
"Busan - Nam-gu, South Korea",부산광역시 남구 전포대로 133,Busan,26,,South Korea,4,120,"35.148279, 129.065439",16,OPEN,12/24/2019,gmap | forum | tesla
"Songdo, South Korea",인천 연수구 송도과학로16번길 33-3,Incheon,28,,South Korea,4,120,"37.378678, 126.662796",0,OPEN,12/24/2019,gmap | forum | tesla
"Hanam, South Korea",경기도 하남시 미사대로 750,Hanam,41,,South Korea,6,120,"37.545551, 127.223682",25,OPEN,12/24/2019,gmap | forum | tesla
"Gapyeong, South Korea",경기도 가평군 설악면 미사리로 3,Gapyeong,41,,South Korea,6,120,"37.686451, 127.49363",63,OPEN,12/24/2019,gmap | forum | tesla
"Deep River, ON",33277 HWY 17,Deep River,ON,K0J 1P0,Canada,6,250,"46.099683, -77.499963",144,OPEN,12/24/2019,gmap | forum | tesla
"Reno - N Sierra St, NV",303 N Sierra St,Reno,NV,89503,USA,16,250,"39.529389, -119.815667",1374,OPEN,12/24/2019,gmap | forum | tesla
"Anaheim - E Katella Ave, CA",2404 E Katella Ave,Anaheim,CA,92806,USA,16,250,"33.805168, -117.882173",49,OPEN,12/24/2019,gmap | forum | tesla
"Fairfield - Northbound, CT",165 Round Hill Rd,Fairfield,CT,6824,USA,12,250,"41.146266, -73.257157",15,OPEN,12/23/2019,gmap | forum | tesla
"Seville, Spain","Calle Inca Garcilaso, 1",Sevilla,Andalucia,41092,Spain,10,150,"37.392573, -6.010369",9,OPEN,12/23/2019,gmap | forum | tesla
"Spokane, WA",10506 W Aero Rd,Spokane,WA,99224,USA,8,250,"47.590359, -117.56168",739,OPEN,12/21/2019,gmap | forum | tesla
"Upsala, ON",4810 Highway 17,Upsala,ON,P0T 2Y0,Canada,6,250,"49.041581, -90.468786",484,OPEN,12/21/2019,gmap | forum | tesla
"Sallanches, France",Avenue de Genève 1751,Sallanches,,74700,France,12,250,"45.951545, 6.62879",531,OPEN,12/21/2019,gmap | forum | tesla
"Dangjin, South Korea",충남 당진시 송악읍 송악로 63,당진,48,,South Korea,6,120,"36.909503, 126.69407466",42,OPEN,12/20/2019,gmap | forum | tesla
"Seoul - Gangseo, South Korea",서울특별시 강서구 하늘길 38,서울,,,South Korea,4,120,"37.563265, 126.803108",13,OPEN,12/20/2019,gmap | forum | tesla
"Almaty, Kazakhstan",Al-Farabi Avenue (West),Almaty,Almaty,,Kazakhstan,4,120,"43.218336, 76.92797",892,OPEN,12/20/2019,gmap | forum | tesla
"Terrace Bay, ON",43 Simcoe Plaza,Terrace Bay,ON,P0T 2W0,Canada,6,250,"48.783012, -87.099954",271,OPEN,12/20/2019,gmap | forum | tesla
"Nipigon, ON",453 Trans-Canada Hwy,Nipigon,ON,P0T 2J0,Canada,6,250,"49.017854, -88.307631",274,OPEN,12/20/2019,gmap | forum | tesla
"Ignace, ON",304 Main St,Ignace,ON,P0T 1T0,Canada,6,250,"49.41631, -91.659937",449,OPEN,12/20/2019,gmap | forum | tesla
"Moose Jaw, SK",1251 Main St N,Moose Jaw,SK,S6H 6M3,Canada,6,250,"50.405314, -105.533499",565,OPEN,12/20/2019,gmap | forum | tesla
"Bassano, AB",621 12th Street,Bassano,AB,T0J 0B0,Canada,6,250,"50.791436, -112.450859",800,OPEN,12/20/2019,gmap | forum | tesla
"Fairfield - Southbound, CT",267 Round Hill Rd,Fairfield,CT,6824,USA,8,250,"41.148076, -73.255582",14,OPEN,12/20/2019,gmap | forum | tesla
"Medicine Hat, AB",1941 Strachan Road SE,Medicine Hat,AB,T1B 0G4,Canada,8,250,"49.996983, -110.647548",722,OPEN,12/20/2019,gmap | forum | tesla
"Maple Creek, SK",106 Sidney St,Maple Creek,SK,S0N 1N0,Canada,6,250,"49.908628, -109.472065",764,OPEN,12/20/2019,gmap | forum | tesla
"Prawda, MB","Shell service station, Trans Canada Hwy",Prawda,MB,R0E 0X0,Canada,6,250,"49.649401, -95.792326",304,OPEN,12/20/2019,gmap | forum | tesla
"Swift Current, SK",1601 N Service Rd,Swift Current,SK,S9H 3X6,Canada,6,250,"50.306966, -107.779462",735,OPEN,12/20/2019,gmap | forum | tesla
"Davidson, SK",100 North Service Road,Davidson,SK,S0G 1A0,Canada,6,250,"51.273484, -105.994108",618,OPEN,12/20/2019,gmap | forum | tesla
"Dryden, ON",640 Government St,Dryden,ON,P8N 2P6,Canada,6,250,"49.785663, -92.81177",380,OPEN,12/20/2019,gmap | forum | tesla
"Kenora, ON",1201 Highway 17 E,Kenora,ON,P9N 1L9,Canada,6,250,"49.759555, -94.473088",334,OPEN,12/20/2019,gmap | forum | tesla
"White River, ON",17 ON-17,White River,ON,P0M 3G0,Canada,6,250,"48.592157, -85.272639",379,OPEN,12/20/2019,gmap | forum | tesla
"Wawa, ON",95 Mission Rd,Wawa,ON,P0S 1K0,Canada,6,250,"47.983344, -84.780006",293,OPEN,12/20/2019,gmap | forum | tesla
"London Park Royal (SC), UK",152 Dukes Road,London,,W3 0SL,United Kingdom,16,250,"51.526668, -0.283421",45,OPEN,12/20/2019,gmap | forum | tesla
"Red Deer County, AB",179 Leva Ave,Red Deer County,AB,T4E 0A5,Canada,8,250,"52.216324, -113.815141",890,OPEN,12/20/2019,gmap | forum | tesla
"Thunder Bay, ON",1221 Arthur St W,Thunder Bay,ON,P7K 1K2,Canada,6,250,"48.381058, -89.312285",192,OPEN,12/20/2019,gmap | forum | tesla
"Strathmore, AB",125F Ranch Market,Strathmore,AB,T1P 0A8,Canada,6,250,"51.038439, -113.378606",964,OPEN,12/20/2019,gmap | forum | tesla
"Hudiksvall, Sweden",Medskog Norra 1,Hudiksvall,,82440,Sweden,8,150,"61.715109, 17.042695",53,OPEN,12/20/2019,gmap | forum | tesla
"Assen, Netherlands",Balkenweg 1,Assen,,9405 CC,Netherlands,14,150,"52.992932, 6.524337",13,OPEN,12/20/2019,gmap | forum | tesla
"Eurocentral, UK",1-3 Parklands Ave,Motherwell,,ML1 4WQ,United Kingdom,12,150,"55.8358, -3.9845",104,OPEN,12/19/2019,gmap | forum | tesla
"Williams, CA",464 6th St,Williams,CA,95987,USA,12,250,"39.15608, -122.149408",25,OPEN,12/19/2019,gmap | forum | tesla
"Guaynabo, PR",2–98 Calle Tabonuco,Guaynabo,PR,968,USA,2,72,"18.405993, -66.106131",15,OPEN,12/18/2019,gmap | forum | tesla
"Miskolc, Hungary",Pesti út 9,Miskolc,,3516,Hungary,2,150,"48.058139, 20.799306",111,OPEN,12/16/2019,gmap | forum | tesla
"Alvarado, TX",3313 S. Burleson Blvd,Burleson,TX,76009,USA,10,150,"32.463609, -97.264284",257,OPEN,12/15/2019,gmap | forum | tesla
"Boonton, NJ",550 Myrtle Ave,Boonton,NJ,7005,USA,10,150,"40.907627, -74.3976",118,OPEN,12/14/2019,gmap | forum | tesla
"Regina, SK",2325 Prince of Wales Dr,Regina,SK,S4V 3A4,Canada,8,250,"50.442508, -104.531998",578,OPEN,12/13/2019,gmap | forum | tesla
"Whitewood, SK",1206 Highway 1,Whitewood,SK,S0G 5C0,Canada,6,250,"50.336134, -102.257448",594,OPEN,12/13/2019,gmap | forum | tesla
"Debrecen, Hungary",Kishatár utca 1.,Debrecen,,4031,Hungary,4,150,"47.541266, 21.583575",112,OPEN,12/13/2019,gmap | forum | tesla
"Winnipeg, MB",1485 Portage Ave,Winnipeg,MB,R3G 0W4,Canada,8,250,"49.881297, -97.198141",234,OPEN,12/12/2019,gmap | forum | tesla
"Blind River, ON",190 Trans-Canada Hwy,Blind River,ON,P0R 1B0,Canada,6,250,"46.185186, -82.927111",189,OPEN,12/12/2019,gmap | forum | tesla
"Portage la Prairie, MB",2100 Saskatchewan Ave,Portage la Prairie,MB,R1N 3G3,Canada,6,250,"49.971959, -98.318732",256,OPEN,12/12/2019,gmap | forum | tesla
"Baldwin, ON",329 Highway 17,McKerrow,ON,P0P 1M0,Canada,6,250,"46.286491, -81.77511",207,OPEN,12/12/2019,gmap | forum | tesla
"Brandon, MB",921 18th St N,Brandon,MB,R7A 7S1,Canada,6,250,"49.867985, -99.96043",358,OPEN,12/12/2019,gmap | forum | tesla
"North Bend, WA",46600 SE North Bend Way,North Bend,WA,98045,USA,8,250,"47.468107, -121.716454",209,OPEN,12/12/2019,gmap | forum | tesla
"Szeged, Hungary",Zápor út,Szeged,,6728,Hungary,2,150,"46.274152, 20.10498",77,OPEN,12/12/2019,gmap | forum | tesla
"Sveg, Sweden",Vallarvägen 5,Sveg,,84233,Sweden,10,250,"62.034577, 14.366466",350,OPEN,12/12/2019,gmap | forum | tesla
"Skarnes, Norway",By Slomarka Gjestegård,Skarnes,Slomarka 4,2100,Norway,16,150,"60.248218, 11.74337",142,OPEN,12/11/2019,gmap | forum | tesla
"Orleans, MA",10 Route 6A,Orleans,MA,2653,USA,12,150,"41.796653, -69.985961",1,OPEN,12/7/2019,gmap | forum | tesla
"Brno, Czech Republic",U dálnice 777,Modřice,Brno,664 42,Czech Republic,4,135,"49.138336, 16.630748",190,OPEN,12/6/2019,gmap | forum | tesla
"Skei, Norway",Jølstravegen 3261,Skei,,6843,Norway,12,135,"61.575568, 6.483719",212,OPEN,12/5/2019,gmap | forum | tesla
"Sault Ste Marie, ON",673 Second Line E,Sault Ste Marie,ON,P6B 4K3,Canada,6,250,"46.5381429, -84.3172732",248,OPEN,12/4/2019,gmap | forum | tesla
"North Bay, ON",890 McKeown Ave,North Bay,ON,P1B 8M1,Canada,8,250,"46.331699, -79.472008",227,OPEN,12/4/2019,gmap | forum | tesla
"Demänova, Slovakia","Demänovská cesta, 031 01",Liptovsky Mikulas,Zilinsky kraj,,Slovakia,4,150,"49.054644, 19.578833",639,OPEN,11/29/2019,gmap | forum | tesla
"Metter, GA",1118 S Lewis St,Metter,GA,30349,USA,8,250,"32.378566, -82.062539",58,OPEN,11/27/2019,gmap | forum | tesla
"Ehrenberg, AZ",14320 Frontage Rd N,Ehrenberg,AZ,85334,USA,8,250,"33.601666, -114.522376",101,OPEN,11/27/2019,gmap | forum | tesla
"Frederick, MD",5500 Buckeystown Pike,Frederick,MD,21703,USA,10,150,"39.384693, -77.405494",90,OPEN,11/26/2019,gmap | forum | tesla
"Pasadena, CA",155 E Green St,Pasadena,CA,91105,USA,24,72,"34.144835, -118.146609",258,OPEN,11/26/2019,gmap | forum | tesla
"Red Bluff, CA",94 Belle Mill Rd,Red Bluff,CA,96080,USA,8,250,"40.182152, -122.227452",82,OPEN,11/26/2019,gmap | forum | tesla
"Hattiesburg, MS",6109 US-98 W,Hattiesburg,MS,39402,USA,8,150,"31.322701, -89.38188",77,OPEN,11/24/2019,gmap | forum | tesla
"McComb, MS",1436 Delaware Ave,McComb,MS,39648,USA,8,150,"31.248479, -90.471779",137,OPEN,11/23/2019,gmap | forum | tesla
"Nashville, TN",61 E Thompson Ln,Nashville,TN,37211,USA,8,250,"36.110444, -86.723917",151,OPEN,11/23/2019,gmap | forum | tesla
"Cary, NC",7119 O'Kelly Chapel Road,Cary,NC,27519,USA,12,150,"35.843605, -78.886448",103,OPEN,11/22/2019,gmap | forum | tesla
"Sindelsdorf, Germany",Urthal 4,Sindelsdorf,,82404,Germany,8,150,"47.728161, 11.362397",599,OPEN,11/22/2019,gmap | forum | tesla
"Jerez, Spain",Ronda Aurora Boreal,Jerez de la Frontera,,11408,Spain,4,150,"36.692559, -6.160618",23,OPEN,11/22/2019,gmap | forum | tesla
"Hawthorne - El Segundo Blvd, CA",4427 W El Segundo Blvd,Hawthorne,CA,90250,USA,12,72,"33.918036, -118.353197",22,OPEN,11/22/2019,gmap | forum | tesla
"Hefei - Red Star Macalline, China",Qiyun Road,Hefei,Anhui,,China,10,150,"31.818100282208604, 117.23207116127",35,OPEN,11/21/2019,gmap | forum | tesla
"Menlo Park, CA",325 Sharon Park Dr,Menlo Park,CA,94025,USA,18,72,"37.423372, -122.198189",59,OPEN,11/21/2019,gmap | forum | tesla
"Santa Rosa, CA",380 Coddingtown Way,Santa Rosa,CA,95401,USA,20,250,"38.459554, -122.73023",45,OPEN,11/20/2019,gmap | forum | tesla
"Napa - Factory Stores Drive, CA",629 Factory Stores Dr,Napa,CA,94558,USA,20,150,"38.297635, -122.302617",15,OPEN,11/16/2019,gmap | forum | tesla
"Kokkola, Finland","Heinolankaari 2, by ABC station",Kokkola,,67700,Finland,2,120,"63.830141, 23.148574",8,OPEN,11/16/2019,gmap | forum | tesla
"Tahoe City, CA",140 N. Lake Blvd,Tahoe City,CA,96145,USA,6,150,"39.167793, -120.14453",1901,OPEN,11/15/2019,gmap | forum | tesla
"Hanover, MD",7787 Arundel Mills Blvd,Hanover,MD,21076,USA,8,72,"39.153272, -76.743717",51,OPEN,11/14/2019,gmap | forum | tesla
"Newport News, VA",12300 Jefferson Ave,Newport News,VA,23602,USA,12,150,"37.114233, -76.494498",10,OPEN,11/14/2019,gmap | forum | tesla
"Nur-Sultan, Kazakhstan",Dostyk Street 16,Nur-Sultan,Nur-Sultan,10016,Kazakhstan,6,120,"51.124129, 71.431327",346,OPEN,11/13/2019,gmap | forum | tesla
"South Padre Island, TX",100 Padre Blvd,South Padre Island,TX,78597,USA,2,72,"26.081436, -97.16109",5,OPEN,11/12/2019,gmap | forum | tesla
"Huludao - Feitian Shopping Mall, China",No.48 Longwan Road,Huludao,Liaoning,,China,6,120,"40.722306, 120.850364",9,OPEN,11/12/2019,gmap | forum | tesla
"Charlotte - Toringdon Way, NC",3429 Toringdon Way,Charlotte,NC,28277,USA,12,150,"35.069252, -80.842291",174,OPEN,11/9/2019,gmap | forum | tesla
"Markaryd, Sweden",Ulvarydsvägen,Markaryd,,285 91,Sweden,20,250,"56.444823, 13.603767",100,OPEN,11/8/2019,gmap | forum | tesla
"Manchester South (SC), UK","396 Wellington Rd N, by Tesla store",Stockport,,SK4 5AD,United Kingdom,8,250,"53.430295, -2.179375",69,OPEN,11/6/2019,gmap | forum | tesla
"K11 Atelier - King's Road, Hong Kong",728 King's Road,"North Point, Hong Kong",Hong Kong,,China,4,150,"22.291464035383214, 114.2074567079",40,OPEN,11/6/2019,gmap | forum | tesla
"Palo Alto - Stanford Shopping Center, CA",660 Stanford Shopping Center,Palo Alto,CA,94304,USA,20,72,"37.441722, -122.170271",22,OPEN,11/5/2019,gmap | forum | tesla
"Moonee Ponds, VIC",14-16 Hall St,Moonee Ponds,VIC,3039,Australia,6,120,"-37.765578, 144.922878",35,OPEN,10/31/2019,gmap | forum | tesla
"Törökbálint, Hungary",Torbágy u. 1,Törökbálint,,2045,Hungary,4,125,"47.439444, 18.889835",175,OPEN,10/28/2019,gmap | forum | tesla
"Fót, Hungary",Fehérkő utca 1.,Fót,,2151,Hungary,8,120,"47.580072, 19.16243",124,OPEN,10/28/2019,gmap | forum | tesla
"Gensingen, Germany",Am Kieselberg 38-36,Gensingen,,55457,Germany,14,150,"49.902512, 7.929372",101,OPEN,10/25/2019,gmap | forum | tesla
"Vicenza, Italy","Via Brescia, 53-63",Torri di Quartesolo,Vicenza,36040,Italy,12,150,"45.508412, 11.626038",28,OPEN,10/24/2019,gmap | forum | tesla
"Morgan Hill, CA",1061 Cochrane Rd,Morgan Hill,CA,95037,USA,14,72,"37.156827, -121.653693",117,OPEN,10/24/2019,gmap | forum | tesla
"Walnut Creek, CA",1181 Locust St,Walnut Creek,CA,94596,USA,24,72,"37.895277, -122.061828",50,OPEN,10/24/2019,gmap | forum | tesla
"Tusayan, AZ",149 AZ-64,Grand Canyon Village,AZ,86023,USA,12,150,"35.969448, -112.127675",2008,OPEN,10/23/2019,gmap | forum | tesla
"Mealhada, Portugal","Portagem Bairrada Center-Hotelaria, R. São Domingos 20",Mealhada,,3050-983,Portugal,12,150,"40.37306, -8.4805",55,OPEN,10/22/2019,gmap | forum | tesla
"Naarden, Netherlands",IJsselmeerweg 3,Naarden,,1411 AA,Netherlands,22,150,"52.30858, 5.141127",2,OPEN,10/22/2019,gmap | forum | tesla
"Auburn, WA",1101 Outlet Collection Way SW,Auburn,WA,98001,USA,10,150,"47.297976, -122.248274",25,OPEN,10/22/2019,gmap | forum | tesla
"Giddings, TX",3025 East Austin Street,Giddings,TX,78942,USA,8,150,"30.178912, -96.907004",146,OPEN,10/20/2019,gmap | forum | tesla
"Irvine - Michelson Dr, CA",3021 Michelson Dr,Irvine,CA,92612,USA,12,72,"33.673394, -117.844666",8,OPEN,10/20/2019,gmap | forum | tesla
"Jackman, ME",407 Main St,Jackman,ME,4945,USA,4,150,"45.624071, -70.25201",374,OPEN,10/19/2019,gmap | forum | tesla
"Toms River, NJ",379 Dover Road,Toms River,NJ,7857,USA,8,150,"39.941683, -74.211995",17,OPEN,10/18/2019,gmap | forum | tesla
"Lithonia, GA",3045 Panola Rd,Lithonia,GA,30038,USA,12,150,"33.69893, -84.173181",275,OPEN,10/17/2019,gmap | forum | tesla
"Medway, ME",1941 Medway Road,Medway,ME,4460,USA,8,150,"45.609675, -68.522956",103,OPEN,10/17/2019,gmap | forum | tesla
"Portland, ME",295 Forest Ave,Portland,ME,4101,USA,12,150,"43.664423, -70.269631",4,OPEN,10/17/2019,gmap | forum | tesla
"Duiven, Netherlands",Impuls 2,Duiven,,6921 RK,Netherlands,24,150,"51.958931, 6.020418",7,OPEN,10/16/2019,gmap | forum | tesla
"Huittinen, Finland","ABC gas station, Loimijoentie 89",Huittinen,,32700,Finland,6,250,"61.16844, 22.680099",50,OPEN,10/16/2019,gmap | forum | tesla
"Nürburgring, Germany",Dorint Am Nürburgring Hocheifel,Nürburg,,53520,Germany,2,135,"50.3352, 6.949047",619,OPEN,10/14/2019,gmap | forum | tesla
"Blaine, WA",8135 Birch Bay Square St,Blaine,WA,98230,USA,14,150,"48.937851, -122.667679",18,OPEN,10/11/2019,gmap | forum | tesla
"Timaru, New Zealand",209/223 Hilton Hwy,Washdyke,Timaru,7910,New Zealand,6,120,"-44.354408, 171.238635",15,OPEN,10/10/2019,gmap | forum | tesla
"Woodstock, NB",198 Beardsley Rd,Woodstock,NB,E7M 3Z7,Canada,8,150,"46.122972, -67.604998",122,OPEN,10/9/2019,gmap | forum | tesla
"Taipei - Xindian District, Taiwan","No. 221, Section 3, Beixin Road,","Xindian District, New Taipei City",,,Taiwan,6,72,"24.98561, 121.539849",18,OPEN,10/8/2019,gmap | forum | tesla
"Salisbury, NB",2986 Fredericton Rd,Salisbury,NB,E4J 2G1,Canada,8,150,"46.0510567, -65.061238",74,OPEN,10/7/2019,gmap | forum | tesla
"Quispamsis, NB",8 Millennium Dr,Quispamsis,NB,E2E 4B1,Canada,8,150,"45.418143, -65.943975",72,OPEN,10/7/2019,gmap | forum | tesla
"Henrietta, TX",237 Frontage Rd,Henrietta,TX,76365,USA,12,150,"33.80051, -98.196588",266,OPEN,10/5/2019,gmap | forum | tesla
"Jäckvik, Sweden",Byvägen,Jäckvik,,93095,Sweden,4,150,"66.390131, 16.96506",430,OPEN,10/4/2019,gmap | forum | tesla
"Smithfield, NC",1700 E Market St,Smithfield,NC,27577,USA,8,150,"35.505, -78.325583",45,OPEN,10/4/2019,gmap | forum | tesla
"Madrid, Spain","SABA Parking Nuevos Ministerios, Paseo de la Castellana, 100",Madrid,Madrid,28046,Spain,4,150,"40.443082, -3.691335",672,OPEN,10/3/2019,gmap | forum | tesla
"Seongnam - Bundang, South Korea",경기도 성남시 분당구 탄천상로151번길 20,Seongnam,Gyeonggi,,South Korea,6,120,"37.340546, 127.106848",71,OPEN,10/2/2019,gmap | forum | tesla
"Tokyo - Tokyo Bay, Japan","2-7-20 Shinonome, Koto-ku",Tokyo,Tokyo,,Japan,8,120,"35.642064, 139.803477",3,OPEN,10/2/2019,gmap | forum | tesla
"Bendigo, VIC",150-158 Condon St,Kennington,VIC,3550,Australia,6,120,"-36.774586, 144.306418",257,OPEN,10/1/2019,gmap | forum | tesla
"Menifee, CA",30340 Haun Rd,Menifee,CA,92584,USA,14,150,"33.679646, -117.174095",435,OPEN,9/30/2019,gmap | forum | tesla
"Middletown, NY",601 E Main St,Middletown,NY,10941,USA,4,150,"41.442449, -74.376565",136,OPEN,9/28/2019,gmap | forum | tesla
"Lake Geneva, WI",7036 Grand Geneva Way,Lake Geneva,WI,53147,USA,6,150,"42.60901, -88.407819",272,OPEN,9/26/2019,gmap | forum | tesla
"Milpitas - Great Mall, CA",1234 Great Mall Dr,Milpitas,CA,95035,USA,20,72,"37.413353, -121.897995",11,OPEN,9/20/2019,gmap | forum | tesla
"Newark, CA",3100 Newpark Mall,Newark,CA,94560,USA,16,72,"37.525905, -122.006624",9,OPEN,9/19/2019,gmap | forum | tesla
"Webster, TX",1141 S Kobayashi Dr,Webster,TX,77598,USA,12,150,"29.519213, -95.121843",5,OPEN,9/18/2019,gmap | forum | tesla
"Rancho Mirage, CA",71800 CA-111,Rancho Mirage,CA,92270,USA,24,72,"33.741311, -116.409258",70,OPEN,9/18/2019,gmap | forum | tesla
"Richmond, CA",2157 Meeker Ave,Richmond,CA,94804,USA,12,150,"37.919969, -122.348976",4,OPEN,9/16/2019,gmap | forum | tesla
"Wokingham, UK",Mill Lane,Sindlesham,Wokingham,RG41 5DG,United Kingdom,16,138,"51.428346, -0.898911",37,OPEN,9/13/2019,gmap | forum | tesla
"Baileyville, ME",32 Houlton Rd,Baileyville,ME,4694,USA,8,150,"45.123159, -67.348144",34,OPEN,9/12/2019,gmap | forum | tesla
"Seoul - Apgujeong, South Korea",서울특별시 강남구 논현로 854,Seoul,,,South Korea,4,120,"37.52541809, 127.02887026",32,OPEN,9/11/2019,gmap | forum | tesla
"Ma Liu Shui, Hong Kong",18 Chak Cheung Street,Ma Liu Shui,Hong Kong,,China,20,120,"22.411921, 114.211399",4,OPEN,9/2/2019,gmap | forum | tesla
"Placerville, CA",1184 Broadway,Placerville,CA,95667,USA,12,150,"38.730606, -120.788085",578,OPEN,8/31/2019,gmap | forum | tesla
"Incline Village, NV",930 Tahoe Blvd,Incline Village,NV,89451,USA,10,150,"39.250765, -119.948927",1964,OPEN,8/30/2019,gmap | forum | tesla
"Austin - Research Blvd, TX",9800 Stonelake Blvd,Austin,TX,78759,USA,18,72,"30.389333, -97.73975",261,OPEN,8/28/2019,gmap | forum | tesla
"San Antonio, TX",11745 IH-10 West,San Antonio,TX,78230,USA,10,122,"29.549585, -98.582722",305,OPEN,8/22/2019,gmap | forum | tesla
